Datetime,Open,High,Low,Close,Volume,Weighted Volume
2021-01-04 05:00:00+00:00,127.24,127.47,123.26,123.8,2021991.0,124.287518
2021-01-05 05:00:00+00:00,124.0,124.33,121.773,123.41,2390051.0,122.555377
2021-01-06 05:00:00+00:00,123.91,124.93,122.4997,123.81,1902942.0,123.803592
2021-01-07 05:00:00+00:00,124.02,124.64,119.46,119.9,2617192.0,121.409798
2021-01-08 05:00:00+00:00,120.39,120.53,119.39,119.78,2843550.0,119.925006
2021-01-11 05:00:00+00:00,119.71,120.22,117.26,118.41,2830316.0,118.148313
2021-01-12 05:00:00+00:00,117.97,118.2,114.84,118.0,2567911.0,116.993474
2021-01-13 05:00:00+00:00,118.1,121.63,117.67,121.15,2207344.0,120.771786
2021-01-14 05:00:00+00:00,122.25,124.83,121.655,122.53,2867887.0,123.083827
2021-01-15 05:00:00+00:00,122.34,124.35,121.55,122.16,1600081.0,122.834676
2021-01-19 05:00:00+00:00,122.4,122.745,121.05,121.48,1587463.0,121.815024
2021-01-20 05:00:00+00:00,121.09,123.13,120.5709,122.87,1680323.0,122.295322
2021-01-21 05:00:00+00:00,122.09,123.38,122.01,122.37,1456872.0,122.690532
2021-01-22 05:00:00+00:00,122.1,122.71,120.59,121.45,1275356.0,121.531753
2021-01-25 05:00:00+00:00,121.0,126.17,120.5,125.97,2531068.0,124.632356
2021-01-26 05:00:00+00:00,126.32,126.87,124.58,124.59,1412435.0,125.28378
2021-01-27 05:00:00+00:00,123.88,124.22,118.91,119.95,2055626.0,120.402259
2021-01-28 05:00:00+00:00,120.94,125.2725,120.26,124.69,2335665.0,124.319826
2021-01-29 05:00:00+00:00,124.0,126.5599,123.08,123.76,2785154.0,124.541338
2021-02-01 05:00:00+00:00,123.8,125.4999,122.36,124.94,1549375.0,124.717428
2021-02-02 05:00:00+00:00,125.82,127.43,124.2,124.58,1572028.0,125.731951
2021-02-03 05:00:00+00:00,124.16,125.11,122.8825,123.33,1194097.0,123.583804
2021-02-04 05:00:00+00:00,123.01,126.26,122.69,126.07,1124686.0,125.285461
2021-02-05 05:00:00+00:00,126.77,127.08,125.48,126.24,917132.0,126.391186
2021-02-08 05:00:00+00:00,126.1,126.64,124.58,124.85,1078719.0,125.247181
2021-02-09 05:00:00+00:00,125.17,125.88,123.9,125.34,722129.0,125.107038
2021-02-10 05:00:00+00:00,126.18,127.6072,125.64,126.85,1119232.0,126.654074
2021-02-11 05:00:00+00:00,126.01,126.68,125.435,125.8,1163271.0,126.007169
2021-02-12 05:00:00+00:00,125.39,125.96,123.34,124.5,1125732.0,124.483538
2021-02-16 05:00:00+00:00,124.5,125.5,123.6,124.68,1017781.0,124.76333
2021-02-17 05:00:00+00:00,125.0,125.15,123.26,124.61,791018.0,124.324594
2021-02-18 05:00:00+00:00,124.26,124.9,123.54,124.27,1242425.0,124.267832
2021-02-19 05:00:00+00:00,124.81,125.61,124.0,124.57,1202284.0,124.900239
2021-02-22 05:00:00+00:00,125.0,125.0,120.67,122.66,1339639.0,122.329753
2021-02-23 05:00:00+00:00,123.82,124.48,122.51,123.56,1512937.0,123.665489
2021-02-24 05:00:00+00:00,122.58,123.95,121.7,122.57,1751910.0,122.722768
2021-02-25 05:00:00+00:00,122.23,123.74,118.6,119.08,1749774.0,120.174009
2021-02-26 05:00:00+00:00,119.51,119.51,115.97,115.98,2138134.0,117.175413
2021-03-01 05:00:00+00:00,116.65,119.85,116.65,117.9,1089279.0,118.470271
2021-03-02 05:00:00+00:00,117.93,118.2,116.775,117.13,2145540.0,117.231637
2021-03-03 05:00:00+00:00,116.38,117.46,114.66,116.97,1394837.0,116.407598
2021-03-04 05:00:00+00:00,117.73,120.0,116.57,116.99,1497321.0,117.774225
