Datetime,Open,High,Low,Close,Volume,Weighted Volume
2021-01-04 05:00:00+00:00,91.78,92.13,89.2,89.71,2683898.0,89.950491
2021-01-05 05:00:00+00:00,89.79,90.19,89.04,89.75,2547357.0,89.638486
2021-01-06 05:00:00+00:00,89.95,91.77,89.87,90.91,2822998.0,90.982704
2021-01-07 05:00:00+00:00,91.15,91.46,89.74,89.89,2989525.0,90.098598
2021-01-08 05:00:00+00:00,89.95,90.4,89.42,90.05,2752214.0,90.010845
2021-01-11 05:00:00+00:00,89.64,90.42,88.53,89.29,2193801.0,89.221036
2021-01-12 05:00:00+00:00,89.14,89.56,87.6203,88.93,2860710.0,88.681324
2021-01-13 05:00:00+00:00,88.98,92.365,88.95,91.56,3592454.0,91.32146
2021-01-14 05:00:00+00:00,91.56,91.955,90.33,91.66,3097519.0,91.427226
2021-01-15 05:00:00+00:00,90.91,92.38,90.6,92.11,2914574.0,91.811105
2021-01-19 05:00:00+00:00,92.59,92.95,90.35,90.38,2486228.0,90.805646
2021-01-20 05:00:00+00:00,90.09,91.21,89.5,90.78,2331359.0,90.720687
2021-01-21 05:00:00+00:00,90.42,90.77,89.8,90.18,2254835.0,90.28142
2021-01-22 05:00:00+00:00,89.82,90.67,89.46,90.29,1917464.0,90.278183
2021-01-25 05:00:00+00:00,90.0,93.07,89.79,92.91,3469236.0,92.415453
2021-01-26 05:00:00+00:00,92.79,93.45,91.86,92.92,2261507.0,92.815823
2021-01-27 05:00:00+00:00,92.35,94.1565,91.33,91.71,3002468.0,92.51883
2021-01-28 05:00:00+00:00,92.16,93.7,91.45,91.48,2001010.0,92.275764
2021-01-29 05:00:00+00:00,91.86,94.58,91.05,94.0,4967518.0,93.824337
2021-02-01 05:00:00+00:00,94.05,94.4,92.89,93.16,2571212.0,93.523646
2021-02-02 05:00:00+00:00,93.09,94.95,92.69,93.1,2240865.0,93.847808
2021-02-03 05:00:00+00:00,92.7,93.6093,92.5201,93.39,2577504.0,93.155191
2021-02-04 05:00:00+00:00,93.67,94.47,93.31,94.35,2376093.0,93.971532
