Datetime,Open,High,Low,Close,Volume,Weighted Volume
2021-01-04 05:00:00+00:00,734.99,736.92,714.68,723.47,408323.0,724.603235
2021-01-05 05:00:00+00:00,720.49,728.08,717.69,719.86,390653.0,721.185928
2021-01-06 05:00:00+00:00,715.0,726.01,713.55,722.35,549642.0,721.151091
2021-01-07 05:00:00+00:00,724.71,740.02,723.99,735.13,502374.0,734.726801
2021-01-08 05:00:00+00:00,733.51,734.4785,721.19,728.77,401154.0,728.190717
2021-01-11 05:00:00+00:00,725.71,738.605,719.12,734.94,260593.0,734.712789
2021-01-12 05:00:00+00:00,734.04,740.85,729.61,739.16,308889.0,737.518213
2021-01-13 05:00:00+00:00,741.25,741.25,726.8512,728.14,402611.0,730.817205
2021-01-14 05:00:00+00:00,726.41,728.11,716.49,718.78,408086.0,721.506812
2021-01-15 05:00:00+00:00,717.9,728.57,712.09,725.55,708773.0,721.186225
2021-01-19 05:00:00+00:00,729.49,737.63,725.43,725.61,451148.0,729.603238
2021-01-20 05:00:00+00:00,727.61,737.0,723.095,736.22,423906.0,732.836549
2021-01-21 05:00:00+00:00,737.0,747.97,733.86,736.35,303168.0,738.579577
2021-01-22 05:00:00+00:00,732.71,737.465,727.92,732.17,308300.0,733.389302
2021-01-25 05:00:00+00:00,735.07,741.37,731.78,734.28,400228.0,734.929621
2021-01-26 05:00:00+00:00,737.32,737.32,721.055,723.64,437827.0,725.445486
2021-01-27 05:00:00+00:00,718.34,722.74,705.53,717.54,560853.0,716.520849
2021-01-28 05:00:00+00:00,714.86,723.39,691.7605,712.05,667656.0,709.787798
2021-01-29 05:00:00+00:00,705.02,705.93,685.85,691.8,782868.0,692.033995
2021-02-01 05:00:00+00:00,694.62,699.67,681.59,698.1,475522.0,692.497208
2021-02-02 05:00:00+00:00,699.62,715.09,699.62,710.54,407695.0,710.839856
2021-02-03 05:00:00+00:00,720.41,727.45,700.69,701.34,590040.0,709.164263
2021-02-04 05:00:00+00:00,703.36,722.53,702.96,710.32,590552.0,715.280928
2021-02-05 05:00:00+00:00,713.61,726.07,712.95,716.58,649075.0,717.8763
2021-02-08 05:00:00+00:00,722.96,729.42,721.37,724.01,474898.0,724.777549
2021-02-09 05:00:00+00:00,724.15,725.24,712.73,713.01,406842.0,716.528923
2021-02-10 05:00:00+00:00,715.59,717.57,708.0,712.32,513796.0,713.08538
2021-02-11 05:00:00+00:00,714.29,721.5028,713.01,719.29,400975.0,718.693081
2021-02-12 05:00:00+00:00,717.31,727.3,717.27,721.05,436249.0,722.054348
2021-02-16 05:00:00+00:00,722.0,722.39,706.84,707.42,520890.0,710.80869
2021-02-17 05:00:00+00:00,703.0,723.85,698.94,721.4,574792.0,714.595841
2021-02-18 05:00:00+00:00,718.34,730.595,715.04,726.76,481399.0,724.809578
2021-02-19 05:00:00+00:00,729.15,729.42,713.06,716.91,495404.0,720.37077
2021-02-22 05:00:00+00:00,713.57,715.0,701.73,708.63,471453.0,707.082081
2021-02-23 05:00:00+00:00,705.65,705.65,691.05,696.59,772839.0,696.819647
2021-02-24 05:00:00+00:00,697.11,698.04,680.19,682.03,914052.0,685.074451
2021-02-25 05:00:00+00:00,678.62,684.28,670.55,673.17,673724.0,676.30781
2021-02-26 05:00:00+00:00,675.69,690.825,675.545,680.34,818747.0,682.221077
2021-03-01 05:00:00+00:00,685.0,703.685,685.0,693.84,621298.0,695.034951
2021-03-02 05:00:00+00:00,691.21,696.77,684.4,689.68,494207.0,690.977381
2021-03-03 05:00:00+00:00,689.0,693.93,672.83,673.21,542294.0,678.18873
2021-03-04 05:00:00+00:00,671.12,676.1379,654.19,659.56,700420.0,664.050341
2021-03-05 05:00:00+00:00,663.49,676.9,657.22,675.69,695685.0,667.13878
2021-03-08 05:00:00+00:00,678.3,702.7085,677.01,688.11,657227.0,694.374402
2021-03-09 05:00:00+00:00,693.45,712.63,692.49,706.04,772558.0,706.01853
2021-03-10 05:00:00+00:00,710.09,719.64,704.77,706.1,563578.0,710.257
2021-03-11 05:00:00+00:00,705.5,712.05,703.3,704.0,482438.0,706.005044
2021-03-12 05:00:00+00:00,701.9,710.6445,700.08,708.13,409422.0,706.961253
2021-03-15 04:00:00+00:00,708.13,716.97,704.45,716.97,272705.0,712.220882
2021-03-16 04:00:00+00:00,717.51,720.8,711.2,717.05,423197.0,716.663501
2021-03-17 04:00:00+00:00,717.77,718.66,708.5801,712.36,358223.0,713.937069
2021-03-18 04:00:00+00:00,708.84,716.3,698.8,710.13,461759.0,708.844414
2021-03-19 04:00:00+00:00,708.51,714.02,705.8,706.25,943266.0,707.708224
2021-03-22 04:00:00+00:00,706.38,721.9,705.34,720.24,352913.0,717.49694
2021-03-23 04:00:00+00:00,722.05,738.2,721.525,725.94,599163.0,731.188911
2021-03-24 04:00:00+00:00,721.69,732.62,721.69,724.15,422232.0,726.074307
2021-03-25 04:00:00+00:00,723.31,741.23,720.14,739.21,476983.0,734.263353
2021-03-26 04:00:00+00:00,739.35,760.0,737.165,759.02,563782.0,751.918858
2021-03-29 04:00:00+00:00,759.0,768.0,751.42,756.31,364262.0,758.053135
2021-03-30 04:00:00+00:00,753.44,753.87,742.17,746.22,361537.0,746.765013
2021-03-31 04:00:00+00:00,746.24,749.68,737.965,738.01,440454.0,740.737725
2021-04-01 04:00:00+00:00,246.34,250.78,244.67,249.75,1471759.0,248.838403
2021-04-05 04:00:00+00:00,251.69,256.5,250.21,255.9,1368911.0,254.80196
2021-04-06 04:00:00+00:00,255.07,259.58,254.33,258.95,1906761.0,258.27671
2021-04-07 04:00:00+00:00,258.92,259.69,250.36,251.7,1738180.0,252.098006
2021-04-08 04:00:00+00:00,251.72,254.97,251.11,253.48,1231548.0,253.574192
2021-04-09 04:00:00+00:00,254.2,255.39,252.75,255.29,1534141.0,254.446965
2021-04-12 04:00:00+00:00,255.73,259.1847,255.04,257.6,841426.0,257.740719
2021-04-13 04:00:00+00:00,257.6,258.35,256.26,257.41,565505.0,257.438484
2021-04-14 04:00:00+00:00,257.0,257.54,254.78,255.05,790862.0,255.649504
2021-04-15 04:00:00+00:00,255.87,258.32,255.84,257.14,1003130.0,257.062681
2021-04-16 04:00:00+00:00,258.79,269.32,258.575,266.92,1901978.0,266.79863
2021-04-19 04:00:00+00:00,265.78,267.88,262.77,265.6,998292.0,265.939164
2021-04-20 04:00:00+00:00,266.26,269.76,265.15,267.24,958294.0,267.092103
2021-04-21 04:00:00+00:00,270.0,271.58,268.34,270.96,1168018.0,270.154952
2021-04-22 04:00:00+00:00,270.91,272.23,268.0,269.73,1050238.0,269.849191
2021-04-23 04:00:00+00:00,271.08,274.44,269.12,273.92,1107699.0,273.209684
2021-04-26 04:00:00+00:00,274.25,275.0,269.0,269.54,1229043.0,270.545537
2021-04-27 04:00:00+00:00,265.48,270.365,262.88,269.49,1533753.0,268.390997
2021-04-28 04:00:00+00:00,268.0,271.485,268.1,268.96,1270830.0,269.419457
2021-04-29 04:00:00+00:00,270.8,274.1799,270.07,273.44,1674066.0,272.359071
2021-04-30 04:00:00+00:00,272.61,274.63,271.51,273.87,1272009.0,273.228567
2021-05-03 04:00:00+00:00,275.0,279.46,274.56,277.91,1091128.0,277.628081
2021-05-04 04:00:00+00:00,276.51,283.6,276.04,283.5,1629154.0,282.094867
2021-05-05 04:00:00+00:00,284.84,285.26,280.45,283.28,1054646.0,283.106669
2021-05-06 04:00:00+00:00,283.91,286.35,283.58,285.39,939489.0,284.966999
2021-05-07 04:00:00+00:00,284.74,287.77,283.01,287.23,885850.0,286.21895
2021-05-10 04:00:00+00:00,288.71,293.045,288.06,288.96,1317450.0,290.427211
2021-05-11 04:00:00+00:00,287.36,287.43,283.185,285.84,1238506.0,285.259209
