Datetime,Open,High,Low,Close,Volume,Weighted Volume
2021-01-04 05:00:00+00:00,99.55,99.89,95.99,96.04,4454245.0,96.615321
2021-01-05 05:00:00+00:00,96.15,97.24,95.91,96.19,3844383.0,96.31573
2021-01-06 05:00:00+00:00,96.09,96.36,93.39,93.91,4786448.0,94.064677
2021-01-07 05:00:00+00:00,93.91,95.36,93.71,95.32,3187807.0,95.031004
2021-01-08 05:00:00+00:00,95.27,97.595,95.145,96.6,2199734.0,96.58684
2021-01-11 05:00:00+00:00,95.97,96.48,94.135,94.66,2268276.0,94.749307
2021-01-12 05:00:00+00:00,94.51,94.9709,93.08,94.71,2475050.0,94.404579
2021-01-13 05:00:00+00:00,94.98,96.44,94.98,95.41,2620969.0,95.511644
2021-01-14 05:00:00+00:00,95.88,96.125,94.455,95.5,3269774.0,95.477813
2021-01-15 05:00:00+00:00,95.27,97.73,95.25,97.68,2735224.0,96.992885
2021-01-19 05:00:00+00:00,98.4,98.59,96.95,98.01,2540635.0,97.901155
2021-01-20 05:00:00+00:00,97.73,101.21,97.11,100.34,2980254.0,99.924992
2021-01-21 05:00:00+00:00,100.1,100.53,98.98,100.43,2376235.0,100.050798
2021-01-22 05:00:00+00:00,100.09,101.77,100.01,101.22,3065258.0,101.155724
2021-01-25 05:00:00+00:00,101.39,103.885,101.135,102.7,2965747.0,102.635299
2021-01-26 05:00:00+00:00,103.03,106.95,103.0,106.05,4360423.0,105.820216
2021-01-27 05:00:00+00:00,105.72,106.89,101.81,103.28,2884365.0,104.488248
2021-01-28 05:00:00+00:00,103.02,104.81,101.66,103.4,2371603.0,103.61982
2021-01-29 05:00:00+00:00,102.2,104.688,100.82,103.2,3090886.0,103.355949
2021-02-01 05:00:00+00:00,103.72,106.03,102.25,105.91,2982435.0,104.916857
2021-02-02 05:00:00+00:00,106.61,107.44,105.4,106.88,2148711.0,106.850028
2021-02-03 05:00:00+00:00,106.88,107.0,104.615,106.04,2440092.0,105.899454
2021-02-04 05:00:00+00:00,106.18,107.37,106.04,106.41,2697985.0,106.497832
2021-02-05 05:00:00+00:00,106.29,107.2,105.85,106.7,1704857.0,106.685976
2021-02-08 05:00:00+00:00,106.75,107.12,105.91,107.08,1754046.0,106.839252
2021-02-09 05:00:00+00:00,106.92,107.43,106.05,107.42,1328733.0,107.01675
2021-02-10 05:00:00+00:00,108.38,109.09,107.29,107.52,1633486.0,107.981831
2021-02-11 05:00:00+00:00,107.62,108.54,106.99,107.76,1372435.0,107.625719
2021-02-12 05:00:00+00:00,107.21,107.77,106.75,107.67,1393016.0,107.339838
2021-02-16 05:00:00+00:00,108.04,108.29,105.1,106.58,3141007.0,106.364738
2021-02-17 05:00:00+00:00,106.3,106.96,104.9,105.83,2005701.0,105.999225
2021-02-18 05:00:00+00:00,105.82,106.0089,104.92,105.78,1947093.0,105.531618
2021-02-19 05:00:00+00:00,106.28,106.58,105.18,105.3,1999900.0,105.74067
2021-02-22 05:00:00+00:00,104.5,105.1,103.5,104.72,2386285.0,104.628055
2021-02-23 05:00:00+00:00,105.62,105.87,104.04,104.55,2213365.0,104.669093
2021-02-24 05:00:00+00:00,104.49,104.52,102.95,103.24,3137068.0,103.285084
2021-02-25 05:00:00+00:00,103.09,103.45,100.76,101.39,3636478.0,101.990498
2021-02-26 05:00:00+00:00,101.92,102.12,99.01,99.07,5937396.0,100.04209
2021-03-01 05:00:00+00:00,100.11,101.1,99.31,99.43,3059002.0,100.070103
2021-03-02 05:00:00+00:00,99.3,99.92,97.5698,99.09,4855324.0,98.899577
2021-03-03 05:00:00+00:00,98.5,99.01,95.93,96.11,3362355.0,96.663977
2021-03-04 05:00:00+00:00,96.42,97.95,95.06,95.64,3403481.0,95.941897
2021-03-05 05:00:00+00:00,95.99,97.81,94.14,97.37,3552822.0,96.379808
2021-03-08 05:00:00+00:00,97.34,98.0,95.92,95.95,3633244.0,97.036305
2021-03-09 05:00:00+00:00,97.22,99.71,97.22,98.32,3361924.0,98.532633
2021-03-10 05:00:00+00:00,98.64,99.05,97.6,97.72,2705927.0,98.116281
2021-03-11 05:00:00+00:00,97.92,100.31,97.72,99.56,2354023.0,99.48815
2021-03-12 05:00:00+00:00,99.05,101.29,98.62,101.29,2660655.0,100.371961
2021-03-15 04:00:00+00:00,101.24,103.005,100.42,102.78,2979181.0,102.376266
2021-03-16 04:00:00+00:00,103.35,104.69,102.395,104.23,3374051.0,104.068172
2021-03-17 04:00:00+00:00,103.42,103.42,100.71,102.1,4000356.0,101.712447
2021-03-18 04:00:00+00:00,100.55,102.36,99.665,102.11,3069680.0,101.388971
2021-03-19 04:00:00+00:00,102.28,102.91,100.31,100.38,4555405.0,101.277235
2021-03-22 04:00:00+00:00,100.25,103.7,100.04,103.65,2652124.0,103.01608
2021-03-23 04:00:00+00:00,103.52,105.58,103.15,105.2,3609532.0,104.768943
2021-03-24 04:00:00+00:00,104.44,105.27,103.54,103.82,2772701.0,104.331786
2021-03-25 04:00:00+00:00,103.55,104.65,102.415,104.43,1745695.0,104.023313
2021-03-26 04:00:00+00:00,105.0,106.96,104.08,106.78,2381768.0,105.693354
2021-03-29 04:00:00+00:00,106.73,107.24,104.99,106.77,2928378.0,106.395292
2021-03-30 04:00:00+00:00,106.48,107.03,105.77,106.76,2316895.0,106.565514
2021-03-31 04:00:00+00:00,106.45,107.335,105.2,106.0,4922811.0,106.232568
2021-04-01 04:00:00+00:00,106.8,108.61,105.86,108.5,2916662.0,107.688012
2021-04-05 04:00:00+00:00,109.0,109.24,107.765,108.37,3858334.0,108.353684
2021-04-06 04:00:00+00:00,108.03,109.38,107.92,109.32,2950103.0,108.914172
2021-04-07 04:00:00+00:00,109.31,109.78,108.69,109.63,3386360.0,109.38618
2021-04-08 04:00:00+00:00,109.43,110.32,108.23,108.44,2031161.0,108.964294
2021-04-09 04:00:00+00:00,108.56,109.94,108.32,109.51,2446349.0,109.252323
2021-04-12 04:00:00+00:00,109.58,109.89,108.34,109.84,1700607.0,109.353427
2021-04-13 04:00:00+00:00,110.2,110.875,109.64,110.78,2104659.0,110.557843
2021-04-14 04:00:00+00:00,110.62,111.25,109.52,109.66,1872461.0,109.952127
2021-04-15 04:00:00+00:00,110.64,112.5,110.01,112.36,2519236.0,111.910403
2021-04-16 04:00:00+00:00,112.79,113.03,112.12,112.56,2338870.0,112.677584
2021-04-19 04:00:00+00:00,112.0,113.0,110.69,112.25,2538323.0,111.905317
2021-04-20 04:00:00+00:00,112.38,115.7,111.51,114.75,3278732.0,114.611588
2021-04-21 04:00:00+00:00,115.03,115.855,114.55,114.71,2316911.0,115.007626
2021-04-22 04:00:00+00:00,114.43,115.08,113.68,114.68,2079459.0,114.637933
2021-04-23 04:00:00+00:00,115.09,115.39,114.135,114.87,1746191.0,114.880478
2021-04-26 04:00:00+00:00,115.23,115.99,114.71,115.22,1579946.0,115.256613
2021-04-27 04:00:00+00:00,115.32,115.48,114.77,114.85,2354519.0,115.027496
2021-04-28 04:00:00+00:00,115.01,115.8,114.84,115.1,2239777.0,115.229178
2021-04-29 04:00:00+00:00,115.39,116.485,115.26,116.27,1734352.0,115.983798
2021-04-30 04:00:00+00:00,116.24,116.97,115.32,116.53,3310746.0,116.474651
2021-05-03 04:00:00+00:00,116.84,116.93,115.64,116.01,2030757.0,116.087914
2021-05-04 04:00:00+00:00,116.0,116.58,114.72,115.6,2688483.0,115.476072
2021-05-05 04:00:00+00:00,115.41,115.49,112.47,113.01,2502144.0,113.309487
2021-05-06 04:00:00+00:00,113.33,115.0,113.04,114.72,1858263.0,114.491047
2021-05-07 04:00:00+00:00,114.89,116.08,114.89,116.02,2608180.0,115.890063
2021-05-10 04:00:00+00:00,116.06,117.61,115.81,116.2,1887767.0,116.512173
2021-05-11 04:00:00+00:00,115.48,115.59,113.32,114.86,1866239.0,114.408445
2021-05-12 04:00:00+00:00,113.92,114.58,112.0,112.37,2074033.0,112.687684
2021-05-13 04:00:00+00:00,112.74,114.54,112.04,113.5,2024922.0,113.7119
2021-05-14 04:00:00+00:00,114.13,115.2834,113.935,114.65,2128351.0,114.722534
2021-05-17 04:00:00+00:00,114.75,115.0778,113.795,114.19,1427291.0,114.2957
2021-05-18 04:00:00+00:00,114.07,115.52,113.39,114.98,1667059.0,114.818584
2021-05-19 04:00:00+00:00,114.18,115.41,113.58,115.35,2112082.0,114.753574
2021-05-20 04:00:00+00:00,115.62,117.79,115.25,117.36,2464177.0,117.287186
2021-05-21 04:00:00+00:00,117.22,118.0,116.97,117.53,2372174.0,117.453571
2021-05-24 04:00:00+00:00,118.11,119.04,117.6,118.15,2280157.0,118.249714
2021-05-25 04:00:00+00:00,118.39,118.63,116.75,118.18,2072102.0,118.000005
2021-05-26 04:00:00+00:00,118.34,118.7,117.37,117.51,2231780.0,117.72204
2021-05-27 04:00:00+00:00,117.65,118.31,116.71,116.86,3470074.0,117.101423
2021-05-28 04:00:00+00:00,117.71,118.62,117.25,117.84,2870667.0,118.006317
2021-06-01 04:00:00+00:00,118.28,120.11,117.51,119.83,2547077.0,119.398119
2021-06-02 04:00:00+00:00,120.19,121.85,119.98,121.74,3934289.0,121.244996
2021-06-03 04:00:00+00:00,121.75,122.1629,121.11,121.87,4006036.0,121.804203
