Datetime,Open,High,Low,Close,Volume,Weighted Volume
2021-01-04 05:00:00+00:00,139.6,139.86,136.35,137.82,8330985.0,137.804003
2021-01-05 05:00:00+00:00,137.99,138.92,136.27,138.7,6856411.0,137.969158
2021-01-06 05:00:00+00:00,139.0,141.04,138.6,140.16,10577952.0,140.109075
2021-01-07 05:00:00+00:00,139.75,140.13,138.04,138.85,7355623.0,138.912367
2021-01-08 05:00:00+00:00,138.47,139.055,137.0,138.79,7448475.0,138.189913
2021-01-11 05:00:00+00:00,138.75,139.44,137.6,137.85,7240037.0,138.072085
2021-01-12 05:00:00+00:00,137.85,138.25,136.24,137.05,6333531.0,137.109261
2021-01-13 05:00:00+00:00,137.1,138.07,137.1,137.26,6078874.0,137.568955
2021-01-14 05:00:00+00:00,137.43,137.65,135.28,135.8,6172796.0,136.057041
2021-01-15 05:00:00+00:00,135.13,136.2,134.66,134.78,7757624.0,135.189128
2021-01-19 05:00:00+00:00,135.7,136.36,133.56,133.6,9184920.0,134.222191
2021-01-20 05:00:00+00:00,132.53,133.8,131.26,131.93,12506633.0,132.177122
2021-01-21 05:00:00+00:00,130.65,131.99,130.505,131.01,8765692.0,131.1593
2021-01-22 05:00:00+00:00,131.05,131.47,129.99,130.0,7202837.0,130.576348
2021-01-25 05:00:00+00:00,129.93,133.0,129.9,132.24,9639958.0,131.593756
2021-01-26 05:00:00+00:00,132.0,133.47,131.43,133.09,5996689.0,132.785795
2021-01-27 05:00:00+00:00,132.41,133.1,127.7,128.38,10826692.0,130.013943
2021-01-28 05:00:00+00:00,127.49,131.65,127.4405,130.36,8242272.0,130.402314
2021-01-29 05:00:00+00:00,130.19,130.29,128.07,128.21,8344091.0,128.677046
2021-02-01 05:00:00+00:00,129.0,129.6597,128.2,128.97,6534168.0,129.010474
2021-02-02 05:00:00+00:00,129.65,130.72,128.69,128.79,6825630.0,129.755585
2021-02-03 05:00:00+00:00,128.32,129.195,127.75,128.95,7309656.0,128.609199
2021-02-04 05:00:00+00:00,129.38,129.455,128.58,129.03,6613694.0,129.020897
2021-02-05 05:00:00+00:00,129.12,130.0961,129.03,129.57,5063663.0,129.516397
