Datetime,Close,High,Low,Open,Volume,Weighted Volume
2021-03-21 05:00:00+00:00,57613.0,58126.0,55627.0,57005.0,155.1262,57129.1363489855
2021-03-22 05:00:00+00:00,54400.0,58433.0,53678.0,57505.0,238.718,55147.7279677276
2021-03-23 05:00:00+00:00,54035.0,55827.0,53017.0,54458.0,332.0314,54654.1257902114
2021-03-24 05:00:00+00:00,52186.0,57096.0,51553.0,53909.0,563.0546,54459.2014960894
2021-03-25 05:00:00+00:00,52691.0,53147.0,50478.0,52358.0,154.3178,52058.0503830407
2021-03-26 05:00:00+00:00,55078.0,55528.0,52450.0,52591.0,96.3692,53734.871099895
2021-03-27 05:00:00+00:00,56238.0,56542.0,53988.0,55039.0,211.1852,55709.4349239435
2021-03-28 05:00:00+00:00,55334.0,56485.0,54722.0,56275.0,206.0695,55505.1386503097
2021-03-29 05:00:00+00:00,57752.0,58372.0,54924.0,55388.0,256.4296,57295.0498238113
2021-03-30 05:00:00+00:00,58776.0,60590.0,57379.0,57460.0,212.5369,58757.5118494718
2021-03-31 05:00:00+00:00,58826.0,59820.0,56893.0,58628.0,627.0293,58779.6722956965
2021-04-01 05:00:00+00:00,59512.0,60140.0,57957.0,58934.0,220.0138,59119.535395507
2021-04-02 05:00:00+00:00,59418.0,59693.0,58426.0,59617.0,202.6176,59253.9279124814
2021-04-03 05:00:00+00:00,57547.0,59716.0,56500.0,59418.0,246.039,58279.084154951
2021-04-04 05:00:00+00:00,57339.0,58460.0,57053.0,57596.0,44.4281,57844.7221060545
2021-04-05 05:00:00+00:00,58817.0,59485.0,56829.0,57251.0,77.4067,58836.2368490066
2021-04-06 05:00:00+00:00,57606.0,59026.0,57251.0,58832.0,74.7633,58174.7994524051
2021-04-07 05:00:00+00:00,56907.0,58609.0,55501.0,57690.0,153.1284,56454.6682751207
2021-04-08 05:00:00+00:00,58189.0,58410.0,56323.0,56970.0,109.5025,57504.9873993744
2021-04-09 05:00:00+00:00,61060.0,61097.0,57657.0,58204.0,134.8992,59266.338877473
2021-04-10 05:00:00+00:00,59979.0,61204.0,58412.0,61175.0,268.2307,60190.2637021042
2021-04-11 05:00:00+00:00,60031.0,60602.0,59142.0,59886.0,160.3562,59719.8936698425
2021-04-12 05:00:00+00:00,60426.0,61236.0,59490.0,60132.0,187.0397,60117.7930284319
2021-04-13 05:00:00+00:00,64301.0,64301.0,60427.0,60528.0,399.1533,62951.1486153315
2021-04-14 05:00:00+00:00,62974.0,64945.0,61262.0,64311.0,434.8032,63247.3821020636
2021-04-15 05:00:00+00:00,61697.0,63781.0,61625.0,63037.0,623.6686,62878.6515521224
2021-04-16 05:00:00+00:00,62257.0,62491.0,60064.0,61549.0,483.9272,61423.6913490294
2021-04-17 05:00:00+00:00,54788.0,62456.0,50480.0,62240.0,1371.3067,58153.154418264
2021-04-18 05:00:00+00:00,57041.0,57403.0,53131.0,54900.0,1674.3981,55218.6332059861
2021-04-19 05:00:00+00:00,55317.0,57800.0,53633.0,57041.0,1686.0655,55241.7344363549
2021-04-20 05:00:00+00:00,55495.0,57087.0,53361.0,55301.0,1856.3167,55365.2693258645
2021-04-21 05:00:00+00:00,54250.0,56353.0,52653.0,55338.0,1788.542,54908.3297914726
2021-04-22 05:00:00+00:00,49124.0,55506.0,48512.0,54365.0,2809.8191,52053.6064822821
2021-04-23 05:00:00+00:00,50477.0,51322.0,47413.0,49200.0,5648.6385,49543.12302731
2021-04-24 05:00:00+00:00,49572.0,51028.0,48702.0,50470.0,5545.7632,49786.3023891824
2021-04-25 05:00:00+00:00,52289.0,52729.0,47005.0,49666.0,3747.2469,49874.6794084212
2021-04-26 05:00:00+00:00,53536.0,54416.0,52112.0,52395.0,1712.7882,53400.0777054629
2021-04-27 05:00:00+00:00,54904.0,55812.0,53516.0,53516.0,1159.3473,54976.9778437402
2021-04-28 05:00:00+00:00,53634.0,56471.0,53567.0,54848.0,1274.5529,54671.7335034897
2021-04-29 05:00:00+00:00,54100.0,54764.0,52332.0,53744.0,1137.6277,53679.4295870257
2021-04-30 05:00:00+00:00,58142.0,58545.0,54001.0,54237.0,986.0998,56180.3707590246
2021-05-01 05:00:00+00:00,56962.0,58449.0,56253.0,58017.0,451.6898,57561.2574286601
2021-05-02 05:00:00+00:00,57841.0,58325.0,56106.0,56918.0,565.4137,56996.3446630317
2021-05-03 05:00:00+00:00,55892.0,59010.0,54540.0,57825.0,732.3532,57259.1479339477
2021-05-04 05:00:00+00:00,54491.0,56648.0,52953.0,55912.0,1054.8042,54829.8211701281
2021-05-05 05:00:00+00:00,56963.0,57994.0,54000.0,54628.0,1161.7042,56310.475659983
2021-05-06 05:00:00+00:00,55827.0,58415.0,55265.0,56963.0,854.1416,56777.4295187121
2021-05-07 05:00:00+00:00,58112.0,58681.0,55572.0,55814.0,867.2227,57193.1106960185
2021-05-08 05:00:00+00:00,58204.0,59555.0,57533.0,58107.0,838.2929,58713.1608935254
2021-05-09 05:00:00+00:00,59231.0,59627.0,56236.0,58020.0,675.1338,57885.2053715871
2021-05-10 05:00:00+00:00,55331.0,59451.0,53653.0,59264.0,903.7305,56472.0038946345
2021-05-11 05:00:00+00:00,57391.0,58041.0,54627.0,55460.0,659.0483,56201.9543939344
2021-05-12 05:00:00+00:00,50559.0,57542.0,45194.0,57423.0,1133.0373,52951.0669039757
2021-05-13 05:00:00+00:00,49234.0,51376.0,47027.0,50638.0,558.9518,49462.7920432495
2021-05-14 05:00:00+00:00,49368.0,51531.0,48930.0,49258.0,604.4708,50253.169870902
2021-05-15 05:00:00+00:00,48139.0,49746.0,46496.0,49364.0,1388.2671,48196.2527381799
2021-05-16 05:00:00+00:00,43564.0,49791.0,42148.0,48237.0,1627.776,46008.1920414725
2021-05-17 05:00:00+00:00,45396.0,45835.0,42162.0,43558.0,1397.3036,44239.5071406815
2021-05-18 05:00:00+00:00,39231.0,45825.0,38569.0,45404.0,1614.1009,42645.965278193
2021-05-19 05:00:00+00:00,39638.0,41076.0,29325.0,39290.0,5004.0103,38048.7521139595
2021-05-20 05:00:00+00:00,39971.0,43405.0,38014.0,39509.0,1190.01,40660.1181494273
2021-05-21 05:00:00+00:00,36041.0,41776.0,33528.0,40273.0,1751.8604,37438.1590551393
2021-05-22 05:00:00+00:00,37213.0,38793.0,35300.0,36462.0,765.7617,37475.8638547736
2021-05-23 05:00:00+00:00,34945.0,37330.0,31134.0,37222.0,1777.4988,34458.5517208788
2021-05-24 05:00:00+00:00,38512.0,39950.0,34890.0,35295.0,1365.3637,37578.0782751878
2021-05-25 05:00:00+00:00,39409.0,39684.0,36475.0,38126.0,470.1611,37948.801994678
2021-05-26 05:00:00+00:00,37691.0,40887.0,37193.0,39368.0,1189.8242,39014.4130438766
2021-05-27 05:00:00+00:00,37376.0,40443.0,37296.0,37636.0,486.2002,38949.9340911419
2021-05-28 05:00:00+00:00,35733.0,37501.0,34732.0,37480.0,1588.2112,36084.0747058704
2021-05-29 05:00:00+00:00,34699.0,37333.0,33405.0,35899.0,935.407,34849.3820060145
2021-05-30 05:00:00+00:00,34423.0,36508.0,34209.0,35098.0,628.047,35524.6624039284
2021-05-31 05:00:00+00:00,36820.0,37900.0,34297.0,34297.0,592.1811,36654.7556386045
2021-06-01 05:00:00+00:00,36702.0,37444.0,35536.0,36740.0,854.1,36368.7532559419
2021-06-02 05:00:00+00:00,37950.0,38217.0,36622.0,36690.0,304.0149,37505.4788192947
2021-06-03 05:00:00+00:00,37621.0,39478.0,37387.0,38032.0,250.1933,38496.5115033056
2021-06-04 05:00:00+00:00,37661.0,37844.0,35600.0,37500.0,363.5592,36725.7960054374
2021-06-05 05:00:00+00:00,35995.0,37924.0,34761.0,37690.0,402.9814,36121.0886830013
2021-06-06 05:00:00+00:00,36302.0,36848.0,35229.0,36117.0,173.2698,36049.3188132035
2021-06-07 05:00:00+00:00,32924.0,36720.0,32404.0,36276.0,384.5998,34307.1598942589
2021-06-08 05:00:00+00:00,32951.0,33845.0,31021.0,32822.0,357.7132,32750.8856933432
2021-06-09 05:00:00+00:00,36814.0,37669.0,33163.0,33163.0,1146.9071,35858.2850043391
2021-06-10 05:00:00+00:00,37026.0,38499.0,35812.0,36803.0,1116.069,36768.1358830861
2021-06-11 05:00:00+00:00,35138.0,37676.0,35130.0,37095.0,383.246,36688.1008902898
2021-06-12 05:00:00+00:00,35220.0,36237.0,34627.0,35308.0,331.3393,35526.1094388743
2021-06-13 05:00:00+00:00,39280.0,39816.0,34866.0,35160.0,754.0447,37714.6680814811
2021-06-14 05:00:00+00:00,40545.0,41008.0,38913.0,39280.0,643.9275,40064.9590918232
2021-06-15 05:00:00+00:00,40283.0,41320.0,39555.0,40545.0,365.2931,40155.6901203445
2021-06-16 05:00:00+00:00,38800.0,40500.0,38130.0,40288.0,784.3274,39078.919182729
2021-06-17 05:00:00+00:00,37972.0,39504.0,37250.0,38847.0,893.9216,38154.236888
2021-06-18 05:00:00+00:00,35211.0,38092.0,34766.0,37900.0,1872.4932,35937.0292616283
2021-06-19 05:00:00+00:00,35868.0,36414.0,35145.0,35264.0,815.2965,35766.993013094
2021-06-20 05:00:00+00:00,34155.0,36121.0,33342.0,35867.0,1061.209,34792.748111258
2021-06-21 05:00:00+00:00,32909.0,34533.0,31112.0,34303.0,1930.136,32638.5708803421
2021-06-22 05:00:00+00:00,33815.0,34511.0,28829.0,32919.0,3969.0683,32721.1007769506
2021-06-23 05:00:00+00:00,32512.0,34820.0,32321.0,33818.0,2388.0133,33439.2447791225
2021-06-24 05:00:00+00:00,34758.0,35453.0,32496.0,32530.0,2598.9295,34382.7269605043
2021-06-25 05:00:00+00:00,32412.0,34865.0,31279.0,34859.0,1818.3044,32678.1076130047
2021-06-26 05:00:00+00:00,33180.0,33333.0,30148.0,32374.0,1289.4359,31660.8875591257
2021-06-27 05:00:00+00:00,34373.0,34982.0,32363.0,33153.0,1224.4749,33488.8391403531
2021-06-28 05:00:00+00:00,34865.0,35283.0,33874.0,34401.0,993.7896,34563.1536468081
2021-06-29 05:00:00+00:00,34797.0,36633.0,34590.0,34844.0,759.7712,35875.379626656
2021-06-30 05:00:00+00:00,34303.0,35300.0,34067.0,34743.0,594.2743,34820.3173945096
2021-07-01 05:00:00+00:00,33103.0,34486.0,32724.0,34302.0,631.6281,33356.4564147795
2021-07-02 05:00:00+00:00,33615.0,33896.0,32718.0,33215.0,924.2714,33434.7359299444
2021-07-03 05:00:00+00:00,34790.0,34956.0,33621.0,33621.0,314.7369,34549.7607417497
2021-07-04 05:00:00+00:00,34192.0,35979.0,34050.0,34775.0,396.879,35031.8130480575
2021-07-05 05:00:00+00:00,34729.0,34777.0,33154.0,34209.0,395.7963,33897.1757873937
2021-07-06 05:00:00+00:00,34725.0,35095.0,33555.0,34677.0,1138.3055,34066.1153465392
2021-07-07 05:00:00+00:00,33337.0,35076.0,33083.0,34725.0,513.5026,34198.7204504904
2021-07-08 05:00:00+00:00,33019.0,33479.0,32110.0,33351.0,752.4023,32770.4781641417
2021-07-09 05:00:00+00:00,33667.0,34264.0,32639.0,33141.0,303.267,33446.5067745584
2021-07-10 05:00:00+00:00,33515.0,34164.0,33050.0,33582.0,665.1364,33522.6073031035
2021-07-11 05:00:00+00:00,34306.0,34634.0,33364.0,33483.0,356.5402,33970.9771375009
2021-07-12 05:00:00+00:00,33153.0,34490.0,32696.0,34285.0,269.9424,33265.4918949376
2021-07-13 05:00:00+00:00,31924.0,33326.0,31666.0,33025.0,655.6749,32501.5506742747
2021-07-14 05:00:00+00:00,32594.0,33172.0,31600.0,31925.0,423.343,32461.4432427134
2021-07-15 05:00:00+00:00,31932.0,32643.0,31144.0,32603.0,525.4695,31842.4741302778
2021-07-16 05:00:00+00:00,31422.0,32221.0,31050.0,31913.0,400.6873,31850.1447587682
2021-07-17 05:00:00+00:00,32113.0,32430.0,31271.0,31425.0,157.0857,31801.6757865293
2021-07-18 05:00:00+00:00,31730.0,32167.0,31121.0,32139.0,315.486,31586.5165836202
2021-07-19 05:00:00+00:00,29657.0,31890.0,29533.0,31760.0,418.3141,30768.2727923826
2021-07-20 05:00:00+00:00,30714.0,30813.0,29300.0,29698.0,372.0017,29812.8903168991
2021-07-21 05:00:00+00:00,32017.0,32855.0,30606.0,30673.0,566.7185,31922.3937986849
2021-07-22 05:00:00+00:00,32671.0,32775.0,31731.0,32076.0,223.9409,32377.4789017995
2021-07-23 05:00:00+00:00,33727.0,33834.0,32005.0,32713.0,343.4241,32717.6910455615
2021-07-24 05:00:00+00:00,34390.0,34500.0,33545.0,33679.0,259.4516,34039.9070269754
2021-07-25 05:00:00+00:00,38335.0,40984.0,33892.0,34420.0,765.223,36430.0900621126
2021-07-26 05:00:00+00:00,36953.0,40562.0,36422.0,38315.0,1758.752,38306.0678565255
2021-07-27 05:00:00+00:00,39776.0,40340.0,36921.0,37024.0,912.1506,38516.8519047184
2021-07-28 05:00:00+00:00,39993.0,40908.0,38793.0,39874.0,752.8953,39901.5311225877
2021-07-29 05:00:00+00:00,39828.0,40650.0,39382.0,39960.0,593.9169,39924.0518641581
2021-07-30 05:00:00+00:00,41833.0,42434.0,38373.0,39827.0,1234.5027,40436.1472483616
2021-07-31 05:00:00+00:00,42131.0,42595.0,41063.0,41872.0,497.2735,41573.8022814407
2021-08-01 05:00:00+00:00,39704.0,42156.0,39265.0,42117.0,674.7397,40530.5543112403
2021-08-02 05:00:00+00:00,38393.0,40444.0,38238.0,39759.0,651.4107,39258.0317334364
2021-08-03 05:00:00+00:00,38040.0,38768.0,37620.0,38232.0,688.1104,38269.2607770497
2021-08-04 05:00:00+00:00,39355.0,39950.0,37482.0,37960.0,536.8979,38927.2048313096
2021-08-05 05:00:00+00:00,40023.0,41391.0,37307.0,39317.0,879.9907,39985.914422732
2021-08-06 05:00:00+00:00,43350.0,43951.0,40143.0,40143.0,800.3619,41984.4915947398
2021-08-07 05:00:00+00:00,44373.0,44817.0,42465.0,43403.0,533.5387,43705.5025358048
2021-08-08 05:00:00+00:00,43595.0,45355.0,42822.0,44323.0,602.3598,44190.4974960148
2021-08-09 05:00:00+00:00,45502.0,46723.0,43288.0,43635.0,767.1363,45705.8591075667
2021-08-10 05:00:00+00:00,45779.0,46168.0,44653.0,45440.0,613.4516,45483.8573548427
2021-08-11 05:00:00+00:00,45573.0,46758.0,45387.0,45725.0,605.293,46103.1167561825
2021-08-12 05:00:00+00:00,45275.0,45635.0,43800.0,45635.0,1131.3891,44644.8785721022
2021-08-13 05:00:00+00:00,47504.0,47858.0,45196.0,45269.0,569.7842,46849.6107182333
2021-08-14 05:00:00+00:00,46718.0,48202.0,46024.0,47529.0,354.1905,46774.2700953301
2021-08-15 05:00:00+00:00,47553.0,48040.0,45544.0,46857.0,294.936,46756.9454081563
2021-08-16 05:00:00+00:00,46398.0,47727.0,45300.0,47446.0,1434.9419,46100.8599028295
2021-08-17 05:00:00+00:00,45023.0,47152.0,44242.0,46425.0,1414.2112,45753.3577683446
2021-08-18 05:00:00+00:00,44145.0,46001.0,43924.0,45128.0,514.1978,45098.8596837637
2021-08-19 05:00:00+00:00,47090.0,47400.0,44159.0,44293.0,1046.5966,46386.6890467636
2021-08-20 05:00:00+00:00,48659.0,49419.0,46762.0,46985.0,431.3572,48285.8284043943
2021-08-21 05:00:00+00:00,49103.0,49811.0,48300.0,48648.0,285.3877,49086.2368907279
2021-08-22 05:00:00+00:00,50355.0,50413.0,48111.0,49240.0,638.3565,48940.3393938967
2021-08-23 05:00:00+00:00,49489.0,50537.0,48800.0,50380.0,697.5004,49622.6325124688
2021-08-24 05:00:00+00:00,47989.0,49858.0,47628.0,49511.0,445.7212,48424.3385252934
2021-08-25 05:00:00+00:00,47880.0,49363.0,47150.0,48038.0,964.178,48518.0817663336
2021-08-26 05:00:00+00:00,46886.0,48039.0,46310.0,47964.0,1050.6846,46965.9800039898
2021-08-27 05:00:00+00:00,48983.0,49332.0,46909.0,46992.0,631.1446,48191.7011371087
2021-08-28 05:00:00+00:00,48176.0,49671.0,47781.0,48983.0,848.023,48853.562466584
2021-08-29 05:00:00+00:00,47910.0,49408.0,47763.0,48173.0,567.2617,48582.0630581969
2021-08-30 05:00:00+00:00,47094.0,48731.0,46700.0,47861.0,987.1971,47700.4084369778
2021-08-31 05:00:00+00:00,47167.0,48250.0,46544.0,47061.0,691.8208,47436.7758097184
2021-09-01 05:00:00+00:00,49420.0,49910.0,47124.0,47128.0,970.77,48282.504172152
2021-09-02 05:00:00+00:00,49722.0,50368.0,48360.0,49400.0,631.2925,49598.9034162452
2021-09-03 05:00:00+00:00,50390.0,51066.0,49226.0,49722.0,787.4506,50248.1004360147
2021-09-04 05:00:00+00:00,49794.0,50545.0,49362.0,50334.0,403.3231,49941.774418822
2021-09-05 05:00:00+00:00,51698.0,51957.0,49496.0,49845.0,586.2748,50864.6578520857
2021-09-06 05:00:00+00:00,52504.0,52948.0,51039.0,51693.0,630.0693,51969.6092455227
2021-09-07 05:00:00+00:00,46415.0,52741.0,38436.0,52543.0,2241.8807,47705.7660993736
2021-09-08 05:00:00+00:00,46170.0,46786.0,44407.0,46441.0,1893.9493,45919.2245129793
2021-09-09 05:00:00+00:00,46578.0,47389.0,45620.0,46127.0,2625.3637,46576.5945049823
2021-09-10 05:00:00+00:00,45306.0,46715.0,44085.0,46566.0,1338.4445,45487.4234480399
2021-09-11 05:00:00+00:00,45473.0,45969.0,44757.0,45308.0,482.419,45423.9214147867
2021-09-12 05:00:00+00:00,44727.0,46468.0,44500.0,45308.0,761.0292,45503.0378547893
2021-09-13 05:00:00+00:00,45088.0,46896.0,43382.0,44578.0,1091.7156,44653.9801883384
2021-09-14 05:00:00+00:00,46879.0,47487.0,45086.0,45086.0,1290.7128,46762.4911372228
2021-09-15 05:00:00+00:00,48309.0,48507.0,46701.0,46858.0,1477.7952,47811.6680039291
2021-09-16 05:00:00+00:00,48145.0,48484.0,47050.0,48279.0,1529.6697,47765.7142645239
2021-09-17 05:00:00+00:00,48347.0,48354.0,46712.0,48125.0,1431.3839,47379.3638241285
2021-09-18 05:00:00+00:00,47847.0,48817.0,47610.0,48378.0,728.9118,48303.3255467946
2021-09-19 05:00:00+00:00,45643.0,48319.0,45153.0,47794.0,1401.6589,46935.9200162037
2021-09-20 05:00:00+00:00,42452.0,45845.0,40122.0,45660.0,3611.2156,43397.2182214488
2021-09-21 05:00:00+00:00,41900.0,43633.0,39544.0,42446.0,2265.5823,41947.5448721505
2021-09-22 05:00:00+00:00,44054.0,44295.0,41851.0,42073.0,1478.0733,43119.5653403657
2021-09-23 05:00:00+00:00,44287.0,45000.0,43395.0,44056.0,1451.996,44336.2721025402
2021-09-24 05:00:00+00:00,42710.0,45161.0,40685.0,44249.0,1413.9345,42939.1442391426
2021-09-25 05:00:00+00:00,42242.0,42986.0,41677.0,42791.0,1314.7404,42433.0878228128
2021-09-26 05:00:00+00:00,44046.0,44375.0,40795.0,42245.0,1812.9223,43121.5614888184
2021-09-27 05:00:00+00:00,42674.0,44240.0,41970.0,44069.0,1606.0503,43150.2025328846
2021-09-28 05:00:00+00:00,42171.0,42715.0,40753.0,42664.0,2407.7546,41757.5903186728
2021-09-29 05:00:00+00:00,43515.0,43833.0,40910.0,42252.0,1695.674,42171.706781964
2021-09-30 05:00:00+00:00,43469.0,44147.0,42719.0,43598.0,1251.978,43449.5709014855
2021-10-01 05:00:00+00:00,47591.0,48497.0,43573.0,43640.0,1875.9424,46913.3312877837
2021-10-02 05:00:00+00:00,47941.0,48359.0,47050.0,47580.0,853.4206,47898.7868659369
2021-10-03 05:00:00+00:00,47817.0,49232.0,47274.0,47915.0,914.291,48245.5606658055
2021-10-04 05:00:00+00:00,49151.0,49775.0,46927.0,47850.0,961.6205,48798.2656892194
2021-10-05 05:00:00+00:00,51341.0,51900.0,49253.0,49290.0,1409.4287,50728.9269197512
