Date,Open,High,Low,Close,Adj Close,Volume,RSI14,slowk,slowd,macd,macdsignal,macdhist,n1,n2,obLevel1,obLevel2,sLevel1,osLevel2,ap,esa,d,ci,tci,wt1,wt2,wt1 - wt2,wt1 & wt2 crossing
2022-01-03,259.79998779296875,261.69000244140625,256.9599914550781,258.54998779296875,254.9762725830078,1752400,,,,,,,10,21,60,53,-60,-53,259.06666056315106,,,,,,,,0
2022-01-04,259.6499938964844,265.94000244140625,259.30999755859375,264.9100036621094,261.2483825683594,2586600,,,,,,,10,21,60,53,-60,-53,263.3866678873698,,,,,,,,0
2022-01-05,265.0,266.7900085449219,261.8599853515625,262.1300048828125,258.5068359375,2437600,,,,,,,10,21,60,53,-60,-53,263.5933329264323,,,,,,,,0
2022-01-06,261.989990234375,265.010009765625,260.1300048828125,263.19000244140625,259.55218505859375,1857800,,,,,,,10,21,60,53,-60,-53,262.77667236328125,,,,,,,,0
2022-01-07,262.69000244140625,266.6099853515625,262.0400085449219,263.989990234375,260.34112548828125,1646000,,,,,,,10,21,60,53,-60,-53,264.2133280436198,,,,,,,,0
2022-01-10,262.6199951171875,262.6199951171875,252.50999450683594,256.54998779296875,253.00393676757812,4553800,,,,,,,10,21,60,53,-60,-53,257.2266591389974,,,,,,,,0
2022-01-11,256.54998779296875,257.3900146484375,252.13999938964844,255.5399932861328,252.00790405273438,2018300,,,,,,,10,21,60,53,-60,-53,255.0233357747396,,,,,,,,0
2022-01-12,256.0799865722656,259.010009765625,254.77999877929688,256.2099914550781,252.6686553955078,1413500,,,,,,,10,21,60,53,-60,-53,256.6666666666667,,,,,,,,0
2022-01-13,257.2099914550781,260.1099853515625,256.29998779296875,257.6700134277344,254.1084747314453,1658500,,29.850800612227705,32.46599095054564,,,,10,21,60,53,-60,-53,258.0266621907552,,,,,,,,0
2022-01-14,254.58999633789062,256.6600036621094,253.25999450683594,256.2200012207031,252.6785125732422,1393600,,35.091865976471084,30.494945390995678,,,,10,21,60,53,-60,-53,255.37999979654947,259.53599853515624,,,,,,,0
2022-01-18,252.66000366210938,254.24000549316406,250.25,253.3300018310547,249.82847595214844,1918700,,36.128617776393774,33.690428121697515,,,,10,21,60,53,-60,-53,252.6066691080729,258.2761204575047,,,,,,,0
2022-01-19,253.3300018310547,255.80999755859375,252.17999267578125,252.19000244140625,248.7042236328125,1302800,,29.948076309179886,33.72285335401491,,,,10,21,60,53,-60,-53,253.3933308919271,257.3883405364906,,,,,,,0
2022-01-20,253.72000122070312,256.0,250.63999938964844,250.74000549316406,247.27426147460938,1671600,,18.627511668503086,28.23473525135891,,,,10,21,60,53,-60,-53,252.46000162760416,256.49227891669307,,,,,,,0
2022-01-21,249.6300048828125,249.99000549316406,243.94000244140625,244.91000366210938,241.5248565673828,3063600,,10.75698084686067,19.77752294151454,,,,10,21,60,53,-60,-53,246.2800038655599,254.63550163466886,,,,,,,0
2022-01-24,239.55999755859375,245.9499969482422,236.85000610351562,245.72000122070312,242.3236541748047,3051500,31.749676157930747,19.637986427879365,16.340826314414368,,,,10,21,60,53,-60,-53,242.84000142415366,252.490865232757,,,,,,,0
2022-01-25,241.74000549316406,246.74000549316406,239.00999450683594,244.0399932861328,240.6668701171875,2032200,30.195457904586842,30.49665303117345,20.29720676863782,,,,10,21,60,53,-60,-53,243.2633310953776,250.81313175323345,,,,,,,0
2022-01-26,245.80999755859375,248.25,241.22000122070312,243.16000366210938,239.7990264892578,2010800,29.38405722286061,38.93818448771621,29.69094131558967,,,,10,21,60,53,-60,-53,244.21000162760416,249.61256263948266,,,,,,,0
2022-01-27,245.25,247.63999938964844,239.67999267578125,241.92999267578125,238.58602905273438,1865700,28.241703098908893,36.38550144392328,35.27344632093764,,,,10,21,60,53,-60,-53,243.0833282470703,248.4254291135895,,,,,,,0
2022-01-28,241.13999938964844,244.91000366210938,239.1300048828125,244.77999877929688,241.39662170410156,2287600,34.587300943930046,47.05741463159907,40.793700187746175,,,,10,21,60,53,-60,-53,242.94000244140625,247.42807880955618,5.8641637503806745,-51.022635783417975,,,,,0
2022-01-31,244.02999877929688,246.16000366210938,241.0,245.86000061035156,242.4617156982422,3395900,36.865696885980945,60.78535853788238,48.076091537801574,,,,10,21,60,53,-60,-53,244.34000142415366,246.86661019402845,5.257335572106879,-32.039154120576185,,,,,0
2022-02-01,254.77999877929688,256.489990234375,251.3000030517578,252.0,248.516845703125,4598800,47.96279889000528,72.61052558364081,60.15109958437407,,,,10,21,60,53,-60,-53,253.2633310953776,248.02965035791013,5.253034693081531,66.4210441297922,,,,,0
2022-02-02,253.44000244140625,253.5,248.85000610351562,251.82000732421875,248.33932495117188,1746900,47.69812161647685,73.78978477752197,69.06188963301504,,,,10,21,60,53,-60,-53,251.39000447591147,248.64062383391038,4.797824865612359,38.203154123817384,,,,,0
2022-02-03,249.8800048828125,251.3800048828125,247.05999755859375,247.32000732421875,243.9015350341797,1803300,41.52797786949687,64.804202147483,70.40150416954857,,,,10,21,60,53,-60,-53,248.586669921875,248.63081403172214,3.933519273655046,-0.7481698834390905,,,,,0
2022-02-04,246.24000549316406,247.07000732421875,242.0399932861328,244.11000061035156,240.73590087890625,2142000,37.77420926478591,46.78470441523112,61.79289711341201,,,,10,21,60,53,-60,-53,244.40666707356772,247.8627873120577,3.846719449079578,-59.89727583446781,,,,,0
2022-02-07,244.89999389648438,245.5399932861328,242.6199951171875,243.72999572753906,240.36114501953125,1622600,37.34386707891218,26.316826751865648,45.968577771526576,,,,10,21,60,53,-60,-53,243.96332804361978,247.15379471779625,3.727400762733557,-57.06329740686244,,,,,0
2022-02-08,244.74000549316406,246.32000732421875,243.0,243.86000061035156,240.48936462402344,1983100,37.605756666848436,15.884795996120994,29.662109054405907,,,,10,21,60,53,-60,-53,244.3933359781901,246.65189312877695,3.460338287797793,-43.5132244834985,,,,,0
2022-02-09,245.7899932861328,248.60000610351562,243.61000061035156,244.24000549316406,240.86410522460938,1729200,38.416039166215214,17.043869120004473,19.74849728933036,,,,10,21,60,53,-60,-53,245.48333740234375,246.43942845124363,3.005020607998172,-21.210970430732797,,,,,0
2022-02-10,242.3800048828125,243.82000732421875,239.5399932861328,240.41000366210938,237.08705139160156,2614000,33.67001701863879,16.34627873695468,16.424981284360037,,,,10,21,60,53,-60,-53,241.2566680908203,245.49710838571212,3.229642369251561,-87.53167915770385,,,,,0
2022-02-11,240.0500030517578,240.5,231.22999572753906,232.2100067138672,229.00038146972656,4681000,26.20540227229597,12.933142157114814,15.441096671357977,,,,10,21,60,53,-60,-53,234.64666748046875,243.52430094839514,4.256549841737893,-139.04271139779513,,,,,0
2022-02-14,231.3300018310547,232.22000122070312,226.97000122070312,228.4600067138672,225.30221557617188,2510300,23.625799490008948,7.377775227510902,12.21906537386012,,,,10,21,60,53,-60,-53,229.21666971842447,240.92291345203682,5.611039640260523,-139.08585555301036,,,,,0
2022-02-15,231.72000122070312,234.1699981689453,230.00999450683594,230.39999389648438,227.21539306640625,2617000,27.59655816841322,9.46271449096008,9.924543958528588,,,,10,21,60,53,-60,-53,231.52666219075522,239.2145041318038,5.988640058585625,-85.58250137861043,,,,,0
2022-02-16,229.0,230.38999938964844,224.4199981689453,229.00999450683594,225.8446044921875,2443600,26.53217004242298,15.468645341629353,10.7697116867001,,,,10,21,60,53,-60,-53,227.93999735514322,237.1645938087746,6.576995766775765,-93.50364797486212,,,,,0
2022-02-17,227.42999267578125,227.86000061035156,224.10000610351562,224.3699951171875,221.2687530517578,1415900,23.30134076972258,13.721202198401413,12.884187343663605,,,,10,21,60,53,-60,-53,225.4433339436849,235.03345565148558,7.124836846962112,-89.73418773221653,,,,,0
2022-02-18,223.6300048828125,225.07000732421875,220.80999755859375,222.22999572753906,219.15830993652344,1658500,21.97241870328577,11.978255727409078,13.722701089146604,-8.438877862645654,-6.850998381434073,-1.5878794812115808,10,21,60,53,-60,-53,222.70333353678384,232.79161526699437,7.6636450075527325,-87.75877727694196,,,,,0
2022-02-22,220.14999389648438,221.64999389648438,216.3300018310547,217.7899932861328,214.77967834472656,2521400,19.48893684089134,6.8196045649415495,10.839687496917335,-9.060476647967107,-7.29289403474068,-1.767582613226427,10,21,60,53,-60,-53,218.58999633789062,230.20950273443006,8.382892532823043,-92.40650011153468,,,,,0
2022-02-23,218.67999267578125,220.0399932861328,214.75,214.83999633789062,211.87046813964844,2253300,18.030728924440425,6.462654262098525,8.420171518149706,-9.679558340053461,-7.770226895803236,-1.909331444250225,10,21,60,53,-60,-53,216.54332987467447,227.7247440326563,8.891714646488277,-83.83395556069986,,,,,0
2022-02-24,208.0,216.57000732421875,206.30999755859375,215.9199981689453,212.935546875,3002400,20.379516403017224,17.784399498992375,10.355552775344139,-9.968131504423837,-8.209807817527356,-1.7583236868964818,10,21,60,53,-60,-53,212.93333435058594,225.0353968177344,9.475414250244675,-85.1471126400338,,,,,0
2022-02-25,216.5399932861328,222.63999938964844,216.16000366210938,220.72000122070312,217.66920471191406,1963900,29.982398265824965,40.6605781619399,21.63587730767692,-9.69771842389656,-8.507389938801197,-1.190328485095364,10,21,60,53,-60,-53,219.84000142415366,224.090779473447,8.525480395526248,-33.23979296637978,,,,,0
2022-02-28,217.17999267578125,222.63999938964844,215.7100067138672,222.27000427246094,219.19778442382812,2477700,32.80088535254887,73.04685731293007,43.8306116579541,-9.25169404700253,-8.656250760441463,-0.5954432865610677,10,21,60,53,-60,-53,220.20667012532553,223.38457777378855,7.553194441514752,-28.049126967138843,-57.418398971729175,-57.418398971729175,,,0
2022-03-01,221.0399932861328,221.9499969482422,212.63999938964844,214.91000366210938,211.9394989013672,2081800,27.201593070713564,75.73681610526553,63.148083860045155,-9.38393489388568,-8.801787587130306,-0.582147306755374,10,21,60,53,-60,-53,216.5,222.13283636037244,7.204038426761604,-52.12665477044601,-56.93733131706707,-56.93733131706707,,,0
2022-03-02,216.44000244140625,222.5800018310547,214.3000030517578,219.25,216.21951293945312,2270600,34.321391687299595,76.5462564890337,75.10997663574308,-9.034392431938045,-8.848308556091855,-0.18608387584619024,10,21,60,53,-60,-53,218.71000162760416,221.5105027725964,6.40339528462172,-29.156419061180173,-54.41179383925917,-54.41179383925917,,,0
2022-03-03,222.6300048828125,224.9499969482422,220.1999969482422,221.30999755859375,218.2510528564453,2467700,37.448518274047665,67.44501706768854,73.24269655399591,-8.493248049020735,-8.77729645467763,0.28404840565689504,10,21,60,53,-60,-53,222.15333048502603,221.6273805384927,5.33476885951474,6.572605241622058,-48.867757559179054,-48.867757559179054,-54.40882042180861,5.541062862629559,0
2022-03-04,218.0,219.0,212.3000030517578,214.5399932861328,212.29405212402344,2457300,32.048064568111286,55.79288400599126,66.59471918757116,-8.512542698965348,-8.724345703535175,0.21180300456982692,10,21,60,53,-60,-53,215.27999877929688,220.47331112772983,5.309049493863506,-65.21333501016422,-50.35371914563225,-50.35371914563225,-52.64265046528438,2.2889313196521357,0
2022-03-07,212.0,213.3699951171875,200.63999938964844,201.08999633789062,198.98486328125,3471100,24.49143986616276,29.996354103990598,51.07808505922346,-9.503584785830554,-8.88019351999425,-0.6233912658363039,10,21,60,53,-60,-53,205.03333028157553,217.6660418829745,6.640624422506317,-126.82252749790966,-57.305428995839286,-57.305428995839286,-52.73467488497744,-4.570754110861849,0
2022-03-08,202.5800018310547,209.3699951171875,199.02999877929688,203.99000549316406,201.85450744628906,2928200,28.410973281158064,12.89811622282492,32.89578477760225,-9.940399539098223,-9.092234723815045,-0.8481648152831784,10,21,60,53,-60,-53,204.12999979654947,215.2049433218063,7.446864259370046,-99.14637122886309,-61.109151017023265,-61.109151017023265,-54.40901417941846,-6.700136837604802,0
2022-03-09,209.0,218.41000366210938,209.0,216.72000122070312,214.45123291015625,3192400,42.516647350657706,29.745126157451892,24.213198828089133,-9.153854179044458,-9.104558614860927,-0.04929556418353087,10,21,60,53,-60,-53,214.71000162760416,215.11495392286045,6.166516629531182,-4.377969168925341,-55.951770849014366,-55.951770849014366,-56.180017501877295,0.22824665286292856,0
2022-03-10,212.8000030517578,219.72000122070312,212.35000610351562,219.27999877929688,216.98443603515625,2535300,44.86919120030238,61.75255266059178,34.7985983469562,-8.229081180834811,-8.929463128055705,0.7003819472208939,10,21,60,53,-60,-53,217.11666870117188,215.47890206437162,5.34310753994374,20.434633148802334,-49.0075523037583,-49.0075523037583,-55.84347579140881,6.835923487650504,0
2022-03-11,220.0,220.41000366210938,212.72999572753906,213.17999267578125,210.9482879638672,2346300,40.60487662994004,77.4350445066418,56.310907774895156,-7.8973754021095885,-8.723045582866481,0.8256701807568927,10,21,60,53,-60,-53,215.43999735514322,215.47182848087556,4.3774209191780304,-0.48477747239830266,-44.59639095545285,-44.59639095545285,-52.666216281312195,8.069825325859348,0
2022-03-14,212.50999450683594,214.9199981689453,208.80999755859375,211.1300048828125,208.9197540283203,2180700,39.254676682872265,73.55054222069786,70.91271312931048,-7.711025166910872,-8.52064149967536,0.8096163327644881,10,21,60,53,-60,-53,211.62000020345053,214.77149606679828,4.1545254544816155,-50.571293045404765,-45.139563872721205,-45.139563872721205,-48.67381949523668,3.5342556225154738,0
2022-03-15,214.7899932861328,217.5800018310547,211.92999267578125,216.22999572753906,213.9663543701172,1858400,44.223714317718304,62.247912411307816,71.07783304621582,-7.070312463208182,-8.230575692381924,1.1602632291737418,10,21,60,53,-60,-53,215.24666341145834,214.85789012946375,3.469843241302156,7.469564760485454,-40.35691581515696,-40.35691581515696,-44.775105736772325,4.418189921615365,0
2022-03-16,218.9199981689453,226.02000427246094,218.75,225.92999267578125,223.56480407714844,3088000,52.227955256592416,73.34580434033346,69.7147529907797,-5.713967283943646,-7.727254010694269,2.013286726750623,10,21,60,53,-60,-53,223.56666564941406,216.4413038603638,4.134482977256357,114.89323378113008,-26.24326585185814,-26.24326585185814,-39.08403412379728,12.84076827193914,0
2022-03-17,221.72999572753906,229.4199981689453,220.38999938964844,227.97999572753906,225.59335327148438,5701400,53.73891862968628,85.48517921543844,73.6929653223599,-4.422654238693667,-7.066334056294148,2.643679817600481,10,21,60,53,-60,-53,225.92999776204428,218.1665209333966,4.794300041145687,107.95426182508237,-14.04349060849991,-14.04349060849991,-31.445809037059046,17.402318428559134,0
2022-03-18,220.0,220.19000244140625,212.92999267578125,218.91000366210938,216.61831665039062,9268400,46.701012278118114,80.49847840810429,79.77648732129205,-4.0840732513247815,-6.469881895300275,2.3858086439754933,10,21,60,53,-60,-53,217.34333292643228,218.01685038667583,4.045066844618025,-11.100227942086418,-13.775921275189592,-13.775921275189592,-23.60489838767614,9.828977112486548,0
