Date,Open,High,Low,Close,Adj Close,Volume,RSI14,slowk,slowd,macd,macdsignal,macdhist,n1,n2,obLevel1,obLevel2,sLevel1,osLevel2,ap,esa,d,ci,tci,wt1,wt2,wt1 - wt2,wt1 & wt2 crossing
2022-01-03,89.29000091552734,91.1500015258789,89.0199966430664,90.26000213623047,89.6156005859375,914100,,,,,,,10,21,60,53,-60,-53,90.1433334350586,,,,,,,,0
2022-01-04,90.55000305175781,92.37999725341797,90.41000366210938,91.87999725341797,91.22402954101562,891100,,,,,,,10,21,60,53,-60,-53,91.55666605631511,,,,,,,,0
2022-01-05,92.37000274658203,93.02999877929688,91.41999816894531,91.55999755859375,90.90631103515625,794700,,,,,,,10,21,60,53,-60,-53,92.00333150227864,,,,,,,,0
2022-01-06,92.23999786376953,92.94000244140625,90.97000122070312,90.97000122070312,90.3205337524414,617500,,,,,,,10,21,60,53,-60,-53,91.62666829427083,,,,,,,,0
2022-01-07,91.0199966430664,92.19999694824219,90.80000305175781,91.51000213623047,90.85667419433594,869000,,,,,,,10,21,60,53,-60,-53,91.50333404541016,,,,,,,,0
2022-01-10,91.7300033569336,91.7300033569336,89.02999877929688,89.70999908447266,89.06952667236328,687600,,,,,,,10,21,60,53,-60,-53,90.1566670735677,,,,,,,,0
2022-01-11,89.91999816894531,91.0199966430664,89.19000244140625,90.80999755859375,90.16167449951172,680900,,,,,,,10,21,60,53,-60,-53,90.33999888102214,,,,,,,,0
2022-01-12,90.37000274658203,90.88999938964844,89.54000091552734,89.80999755859375,89.16880798339844,865000,,,,,,,10,21,60,53,-60,-53,90.07999928792317,,,,,,,,0
2022-01-13,90.0,93.19999694824219,89.80000305175781,92.4800033569336,91.81975555419922,948700,,49.060909245641675,39.13626090674359,,,,10,21,60,53,-60,-53,91.82666778564453,,,,,,,,0
2022-01-14,91.88999938964844,94.23999786376953,91.4000015258789,94.06999969482422,93.39839172363281,840100,,66.47327899066772,47.5612601135014,,,,10,21,60,53,-60,-53,93.23666636149089,91.24733327229816,,,,,,,0
2022-01-18,93.05000305175781,93.94999694824219,91.55999755859375,93.22000122070312,92.55445861816406,1291800,,86.42435537815976,67.31951453815638,,,,10,21,60,53,-60,-53,92.90999857584636,91.54963605476148,,,,,,,0
2022-01-19,93.3499984741211,94.79000091552734,92.91999816894531,93.62999725341797,92.96153259277344,876300,,84.81459974368059,79.23741137083601,,,,10,21,60,53,-60,-53,93.77999877929688,91.95515655013155,,,,,,,0
2022-01-20,94.01000213623047,94.54000091552734,92.8499984741211,93.05999755859375,92.39559936523438,781600,,74.34576657363668,81.86157389849234,,,,10,21,60,53,-60,-53,93.48333231608073,92.23300668939504,,,,,,,0
2022-01-21,93.0999984741211,93.33999633789062,91.87000274658203,92.18000030517578,91.52188873291016,704300,,55.414696349620726,71.52502088897933,,,,10,21,60,53,-60,-53,92.46333312988281,92.27488422402918,,,,,,,0
2022-01-24,91.02999877929688,93.31999969482422,89.62999725341797,93.04000091552734,92.37574768066406,1155200,59.39189551432471,51.47489742867899,60.41178678397879,,,,10,21,60,53,-60,-53,91.99666595458984,92.22429908413112,,,,,,,0
