Date,Open,High,Low,Close,Adj Close,Volume,RSI14,slowk,slowd,macd,macdsignal,macdhist,n1,n2,obLevel1,obLevel2,sLevel1,osLevel2,ap,esa,d,ci,tci,wt1,wt2,wt1 - wt2,wt1 & wt2 crossing
2022-01-03,44.13999938964844,45.77000045776367,43.970001220703125,45.56999969482422,43.09487533569336,10232500,,,,,,,10,21,60,53,-60,-53,45.10333379109701,,,,,,,,0
2022-01-04,46.27000045776367,47.970001220703125,46.119998931884766,47.65999984741211,45.071353912353516,15536400,,,,,,,10,21,60,53,-60,-53,47.25,,,,,,,,0
2022-01-05,48.150001525878906,48.68000030517578,46.52000045776367,46.61000061035156,44.07838821411133,13786800,,,,,,,10,21,60,53,-60,-53,47.27000045776367,,,,,,,,0
2022-01-06,48.439998626708984,48.9900016784668,47.0,48.369998931884766,45.74279022216797,14529500,,,,,,,10,21,60,53,-60,-53,48.12000020345052,,,,,,,,0
2022-01-07,48.439998626708984,49.75,47.81999969482422,48.88999938964844,46.23454666137695,15611900,,,,,,,10,21,60,53,-60,-53,48.81999969482422,,,,,,,,0
2022-01-10,48.27000045776367,48.7599983215332,46.779998779296875,48.5,45.86573028564453,9846200,,,,,,,10,21,60,53,-60,-53,48.01333236694336,,,,,,,,0
2022-01-11,49.18000030517578,50.11000061035156,47.849998474121094,49.79999923706055,47.095123291015625,13170300,,,,,,,10,21,60,53,-60,-53,49.2533327738444,,,,,,,,0
2022-01-12,50.63999938964844,51.15999984741211,49.56999969482422,49.900001525878906,47.18968963623047,13828000,,,,,,,10,21,60,53,-60,-53,50.210000356038414,,,,,,,,0
2022-01-13,50.0,50.84000015258789,49.290000915527344,49.63999938964844,46.943809509277344,10745900,,75.96486277799045,77.56753667083139,,,,10,21,60,53,-60,-53,49.923333485921226,,,,,,,,0
2022-01-14,49.75,51.45000076293945,49.7400016784668,50.38999938964844,47.653072357177734,12865200,,71.27721038090756,74.43208384117793,,,,10,21,60,53,-60,-53,50.52666727701823,48.44900004069011,,,,,,,0
2022-01-18,51.08000183105469,51.9900016784668,49.209999084472656,50.36000061035156,47.62470626831055,11575800,,67.74224436386642,71.6614391742548,,,,10,21,60,53,-60,-53,50.52000045776367,48.82554557106712,,,,,,,0
2022-01-19,50.77000045776367,51.0,48.91999816894531,48.93000030517578,46.272377014160156,12232000,,46.085244512566284,61.70156641911341,,,,10,21,60,53,-60,-53,49.61666615804037,48.969385677789525,,,,,,,0
2022-01-20,48.209999084472656,50.95000076293945,47.68000030517578,48.630001068115234,45.98867416381836,13374400,,27.665200042573755,47.164229639668804,,,,10,21,60,53,-60,-53,49.08666737874349,48.990709623417516,,,,,,,0
2022-01-21,47.150001525878906,47.310001373291016,45.040000915527344,46.119998931884766,43.6150016784668,17268100,,12.635704742668382,28.795383099269458,,,,10,21,60,53,-60,-53,46.15666707356771,48.47542915980846,,,,,,,0
2022-01-24,44.45000076293945,48.54999923706055,42.869998931884766,48.33000183105469,45.7049674987793,25431400,59.38775944474634,32.483248976384374,24.261384587208823,,,,10,21,60,53,-60,-53,46.583333333333336,48.131411736812986,,,,,,,0
2022-01-25,48.02000045776367,51.84000015258789,46.91999816894531,51.2599983215332,48.4758186340332,18435600,66.56470256767965,56.31398520204149,33.810979640364735,,,,10,21,60,53,-60,-53,50.006665547688804,48.472366975154046,,,,,,,0
2022-01-26,52.0,53.220001220703125,50.70000076293945,51.790000915527344,48.97703552246094,16714600,67.67741816711997,79.86199749811313,56.21974389217965,,,,10,21,60,53,-60,-53,51.903334299723305,49.09617921598482,,,,,,,0
2022-01-27,53.150001525878906,54.2599983215332,50.599998474121094,51.7400016784668,48.92975616455078,13642000,67.44936981012101,85.86430506859558,74.01342925625005,,,,10,21,60,53,-60,-53,52.199999491373696,49.660510175146435,,,,,,,0
2022-01-28,52.540000915527344,52.7400016784668,50.29999923706055,51.54999923706055,48.75007247924805,9723700,66.53189625707584,80.08871285664397,81.93833847445087,,,,10,21,60,53,-60,-53,51.53000005086263,50.00041742527665,1.6792726446408381,60.72401367609674,,,,,0
2022-01-31,51.43000030517578,51.5099983215332,49.63999938964844,50.56999969482422,47.82329559326172,11896500,61.8581617100445,67.9367012582061,77.9632397278152,,,,10,21,60,53,-60,-53,50.57333246866862,50.104583796802466,1.4591773768636225,21.416115650663716,,,,,0
